model	jobadterm	i	result	sim	eval_score	eval_score_rnd_soft	evalscore_rnd_hard	gradSel	firstTerm
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	3	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.502	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	4	skill/S2.7.0_Analyse und Auswertung von Informationen und Daten	0.497	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	5	isced-f/0415_Sekretariats- und Büroarbeit	0.482	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	6	isced-f/0611_Computernutzung	0.481	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	7	skill/S2.3.0_Informationsmanagement	0.479	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	8	isced-f/0415_Sekretariats- und Büroarbeit	0.467	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	9	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.466	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	0	isced-f/0611_Computernutzung	0.755	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	1	isced-f/0611_Computernutzung	0.724	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	2	isced-f/0611_Computernutzung	0.715	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	3	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.712	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	4	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.705	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	5	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.704	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	6	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.7	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	7	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.7	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	8	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.695	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** EDV ** DOS, Windows	9	isced-f/0611_Computernutzung	0.695	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	0	isced-f/0913_Krankenpflege und Hebammenausbildung	0.883	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	1	isced-f/0913_Krankenpflege und Hebammenausbildung	0.881	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	2	isced-f/0913_Krankenpflege und Hebammenausbildung	0.854	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	3	isced-f/0913_Krankenpflege und Hebammenausbildung	0.851	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	4	isced-f/0913_Krankenpflege und Hebammenausbildung	0.842	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	5	isced-f/0913_Krankenpflege und Hebammenausbildung	0.839	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	6	isced-f/0913_Krankenpflege und Hebammenausbildung	0.834	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	7	isced-f/0913_Krankenpflege und Hebammenausbildung	0.826	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	8	isced-f/0913_Krankenpflege und Hebammenausbildung	0.814	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	stationären Langzeitpflegebereich ** Spitex **	9	isced-f/0913_Krankenpflege und Hebammenausbildung	0.811	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	0	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.827	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	1	isced-f/0415_Sekretariats- und Büroarbeit	0.576	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	2	isced-f/0415_Sekretariats- und Büroarbeit	0.548	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	3	isced-f/0912_Medizin	0.543	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	4	isced-f/0912_Medizin	0.538	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	5	isced-f/0912_Medizin	0.534	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	6	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.532	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	7	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.529	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	8	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.529	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Arztsekretärin ** MPA **	9	isced-f/0912_Medizin	0.528	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	0	skill/S1.5.0_Beraten	0.522	0.0	0	0	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	1	isced-f/0912_Medizin	0.498	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	2	isced-f/0723_Textilien (Bekleidung, Schuhe und Leder)	0.497	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	3	isced-f/0912_Medizin	0.495	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	4	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.487	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	5	isced-f/0912_Medizin	0.481	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	6	skill/S3.2.5_Verschreiben und Bestellen von medizinischen Tests, Behandlungen oder Geräten	0.48	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	7	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.476	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	8	skill/S2.1.2_Stellen medizinischer Diagnosen	0.476	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	9	isced-f/0912_Medizin	0.475	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	0	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.57	0.0	0	0	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	1	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.569	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	2	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.565	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	3	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.551	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	4	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.538	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	5	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.531	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	6	isced-f/0411_Buchhaltung und Steuerwesen	0.528	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	7	skill/S2.7.3_Analyse von Finanz- und Wirtschaftsdaten	0.527	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	8	isced-f/0411_Buchhaltung und Steuerwesen	0.52	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	9	isced-f/0411_Buchhaltung und Steuerwesen	0.516	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	0	isced-f/0923_Sozialarbeit und Beratung	0.459	0.0	0	0	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	1	skill/S5.5.2_Verwalten und Analysieren digitaler Daten	0.455	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	2	isced-f/0923_Sozialarbeit und Beratung	0.451	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	3	skill/T3.1_Effizientes Arbeiten	0.449	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	4	skill/T3.1_Effizientes Arbeiten	0.448	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	5	isced-f/0413_Management und Verwaltung	0.444	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	6	skill/T3.1_Effizientes Arbeiten	0.442	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	7	skill/S1.8.5_Befolgen von Anweisungen und Verfahren	0.442	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	8	skill/T2.1_Verarbeiten von Informationen, Ideen und Konzepten	0.439	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	EDV ** SORBA ** MS-Office	9	skill/S5.5.2_Verwalten und Analysieren digitaler Daten	0.439	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	0	isced-f/0413_Management und Verwaltung	0.703	0.5	1	0	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	1	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.676	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	2	isced-f/1041_Dienstleistungen im Bereich Verkehr	0.664	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	3	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.658	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	4	isced-f/0611_Computernutzung	0.651	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	5	isced-f/0421_Rechtswissenschaft	0.639	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	6	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.617	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	7	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.614	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	8	isced-f/1021_Kommunale Hygiene	0.606	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Lohnadministration ** LGAV **	9	isced-f/0721_Lebensmittelverarbeitung	0.605	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	0	isced-f/0410_Wirtschaft und Verwaltung	0.826	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	1	isced-f/0410_Wirtschaft und Verwaltung	0.78	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	2	isced-f/0410_Wirtschaft und Verwaltung	0.775	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	3	isced-f/0114_Lehrkräfteausbildung mit Fachspezialisierung	0.646	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	4	isced-f/0114_Lehrkräfteausbildung mit Fachspezialisierung	0.644	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	5	skill/S4.1.3_Entwicklung betrieblicher Strategien und Verfahren	0.636	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	6	isced-f/0713_Elektrizität und Energie	0.572	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	7	isced-f/0713_Elektrizität und Energie	0.548	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	8	isced-f/0410_Wirtschaft und Verwaltung	0.531	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	Treuhand ** KV **	9	isced-f/0410_Wirtschaft und Verwaltung	0.527	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	0	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.62	0.0	0	0	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	1	isced-f/0211_Audiovisuelle Techniken und Medienproduktion	0.619	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	2	isced-f/0211_Audiovisuelle Techniken und Medienproduktion	0.604	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	3	isced-f/0211_Audiovisuelle Techniken und Medienproduktion	0.584	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	4	isced-f/0715_Mechanik und Metallbearbeitung	0.576	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	5	isced-f/0715_Mechanik und Metallbearbeitung	0.566	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	6	isced-f/0211_Audiovisuelle Techniken und Medienproduktion	0.56	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	7	skill/S8.5.0_Bedienen von Maschinen für die Herstellung von Erzeugnissen	0.557	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	8	isced-f/0711_Chemietechnik und ‑verfahren	0.539	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	9	skill/S8.5.5_Betrieb von Misch- und Trennmaschinen	0.518	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	0	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.809	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	1	isced-f/0413_Management und Verwaltung	0.738	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	2	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.536	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	3	isced-f/0416_Groß- und Einzelhandel	0.524	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	4	isced-f/0416_Groß- und Einzelhandel	0.52	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	5	skill/S1.11.1_Entwickeln von IKT-Systemen oder -Anwendungen	0.515	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	6	isced-f/0612_Design und Verwaltung von Datenbanken und Netzwerken	0.506	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	7	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.499	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	8	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.497	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	** DevOps ** Cloud-Konzepten, RESTful APIs	9	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.481	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	FAGE ** FA SRK **	0	isced-f/0913_Krankenpflege und Hebammenausbildung	0.574	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	FAGE ** FA SRK **	1	isced-f/0923_Sozialarbeit und Beratung	0.535	0.166666667	0	0	0	0
custom_sample-MAPPED2-terms-ontology-sts-tsdae-jobGBERT	FAGE ** FA SRK **	2	isced-f/0923_Sozialarbeit und Beratung	0.502	0.166666667	0	0	0	0
