model	jobadterm	i	result	sim	eval_score	eval_score_rnd_soft	evalscore_rnd_hard	gradSel	firstTerm
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	0	isced-f/0611_Computernutzung	0.724	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	1	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.718	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	2	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.703	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	3	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.671	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	4	skill/S5.6.2_Nutzung von Software für die Textverarbeitung, -veröffentlichung und -präsentation	0.657	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	5	skill/S5.6.2_Nutzung von Software für die Textverarbeitung, -veröffentlichung und -präsentation	0.643	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	6	skill/S5.6.2_Nutzung von Software für die Textverarbeitung, -veröffentlichung und -präsentation	0.634	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	7	skill/S5.6.2_Nutzung von Software für die Textverarbeitung, -veröffentlichung und -präsentation	0.632	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	8	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.631	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV-Hilfen, PC ** Textsystem MS-Word 4 **	9	isced-f/0611_Computernutzung	0.59	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	0	isced-f/0611_Computernutzung	0.767	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	1	isced-f/0611_Computernutzung	0.756	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	2	isced-f/0611_Computernutzung	0.745	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	3	isced-f/0416_Groß- und Einzelhandel	0.742	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	4	skill/S5.5.0_Zugreifen auf und Analyse von digitalen Daten	0.701	0.666666667	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	5	isced-f/0611_Computernutzung	0.689	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	6	skill/S5.5.0_Zugreifen auf und Analyse von digitalen Daten	0.687	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	7	skill/S5.0.0_Arbeiten mit Computern	0.667	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	8	isced-f/0611_Computernutzung	0.664	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** EDV ** DOS, Windows	9	skill/S5.0.0_Arbeiten mit Computern	0.656	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	0	isced-f/0913_Krankenpflege und Hebammenausbildung	0.714	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	1	isced-f/0913_Krankenpflege und Hebammenausbildung	0.7	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	2	isced-f/0913_Krankenpflege und Hebammenausbildung	0.692	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	3	isced-f/0913_Krankenpflege und Hebammenausbildung	0.689	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	4	isced-f/0913_Krankenpflege und Hebammenausbildung	0.689	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	5	isced-f/0913_Krankenpflege und Hebammenausbildung	0.672	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	6	isced-f/0913_Krankenpflege und Hebammenausbildung	0.663	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	7	isced-f/0913_Krankenpflege und Hebammenausbildung	0.658	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	8	isced-f/0913_Krankenpflege und Hebammenausbildung	0.645	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	stationären Langzeitpflegebereich ** Spitex **	9	isced-f/0913_Krankenpflege und Hebammenausbildung	0.625	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	0	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.644	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	1	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.532	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	2	isced-f/0913_Krankenpflege und Hebammenausbildung	0.527	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	3	isced-f/0919_Gesundheit	0.526	0.166666667	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	4	isced-f/0910_Gesundheit	0.526	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	5	isced-f/0913_Krankenpflege und Hebammenausbildung	0.518	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	6	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.517	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	7	isced-f/0912_Medizin	0.514	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	8	isced-f/0415_Sekretariats- und Büroarbeit	0.512	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Arztsekretärin ** MPA **	9	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.51	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	0	isced-f/0912_Medizin	0.514	0.666666667	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	1	isced-f/0916_Pharmazie	0.505	0.0	0	0	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	2	skill/S3.2.1_Medizinische, zahnärztliche und pflegerische Versorgung	0.46	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	3	isced-f/0912_Medizin	0.456	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	4	skill/S3.2.1_Medizinische, zahnärztliche und pflegerische Versorgung	0.455	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	5	isced-f/0421_Rechtswissenschaft	0.445	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	6	isced-f/0914_Medizinische Diagnostik und Medizintechnologie	0.445	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	7	isced-f/0916_Pharmazie	0.44	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	8	isced-f/0916_Pharmazie	0.439	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Tarifkenntnisse ** Tarmed ** SLK, Paramedizin	9	isced-f/0916_Pharmazie	0.438	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	0	isced-f/0412_Finanzwirtschaft, Banken- und Versicherungswesen	0.664	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	1	isced-f/0411_Buchhaltung und Steuerwesen	0.648	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	2	isced-f/0412_Finanzwirtschaft, Banken- und Versicherungswesen	0.632	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	3	isced-f/0411_Buchhaltung und Steuerwesen	0.61	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	4	isced-f/0411_Buchhaltung und Steuerwesen	0.591	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	5	isced-f/0411_Buchhaltung und Steuerwesen	0.578	0.833333333	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	6	skill/S2.2.1_Erstellen von Finanzunterlagen, Aufzeichnungen, Berichten oder Haushaltsplänen	0.546	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	7	skill/S4.3.1_Verwaltung von Haushalten oder Finanzen	0.545	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	8	isced-f/0411_Buchhaltung und Steuerwesen	0.537	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Rechnungslegungsvorschrift ** Swiss GAAP ** IFRS	9	isced-f/0411_Buchhaltung und Steuerwesen	0.536	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	0	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.723	0.666666667	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	1	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.713	0.666666667	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	2	isced-f/0611_Computernutzung	0.682	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	3	isced-f/0611_Computernutzung	0.681	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	4	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.659	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	5	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.643	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	6	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.626	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	7	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.617	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	8	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.612	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	EDV ** SORBA ** MS-Office	9	skill/T1.3_Arbeiten mit digitalen Geräten und Anwendungen	0.606	0.833333333	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	0	isced-f/0413_Management und Verwaltung	0.609	0.5	1	0	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	1	isced-f/0413_Management und Verwaltung	0.525	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	2	isced-f/0413_Management und Verwaltung	0.523	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	3	isced-f/0411_Buchhaltung und Steuerwesen	0.519	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	4	isced-f/0413_Management und Verwaltung	0.501	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	5	isced-f/0413_Management und Verwaltung	0.5	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	6	isced-f/0411_Buchhaltung und Steuerwesen	0.492	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	7	isced-f/0411_Buchhaltung und Steuerwesen	0.487	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	8	isced-f/0413_Management und Verwaltung	0.485	0.5	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Lohnadministration ** LGAV **	9	skill/S4.4.1_Personalverwaltung	0.48	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	0	isced-f/0410_Wirtschaft und Verwaltung	0.58	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	1	isced-f/0410_Wirtschaft und Verwaltung	0.579	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	2	isced-f/0411_Buchhaltung und Steuerwesen	0.556	0.333333333	1	0	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	3	isced-f/0411_Buchhaltung und Steuerwesen	0.554	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	4	isced-f/0411_Buchhaltung und Steuerwesen	0.545	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	5	isced-f/0412_Finanzwirtschaft, Banken- und Versicherungswesen	0.542	0.166666667	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	6	isced-f/0412_Finanzwirtschaft, Banken- und Versicherungswesen	0.542	0.166666667	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	7	isced-f/0411_Buchhaltung und Steuerwesen	0.541	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	8	isced-f/0411_Buchhaltung und Steuerwesen	0.541	0.333333333	1	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	Treuhand ** KV **	9	isced-f/0410_Wirtschaft und Verwaltung	0.541	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	0	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.482	0.666666667	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	1	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.481	0.666666667	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	2	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.473	0.666666667	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	3	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.47	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	4	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.463	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	5	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.46	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	6	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.454	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	7	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.453	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	8	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.453	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	sozialer Netzwerke, Facebook, Instagram, LinkedIn, Twitter ** Tik Tok ** Youtube	9	skill/S5.6.1_Nutzung digitaler Tools für Zusammenarbeit und Produktivität	0.45	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	0	isced-f/0413_Management und Verwaltung	0.801	1.0	1	1	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	1	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.772	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	2	skill/S1.11.1_Entwickeln von IKT-Systemen oder -Anwendungen	0.724	1.0	1	1	1	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	3	skill/S1.11.1_Entwickeln von IKT-Systemen oder -Anwendungen	0.687	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	4	skill/S5.1.0_Programmierung von Computersystemen	0.676	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	5	skill/S1.11.1_Entwickeln von IKT-Systemen oder -Anwendungen	0.657	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	6	skill/S1.9.1_Entwickeln von Lösungen	0.655	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	7	isced-f/0612_Design und Verwaltung von Datenbanken und Netzwerken	0.654	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	8	isced-f/0612_Design und Verwaltung von Datenbanken und Netzwerken	0.647	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	** DevOps ** Cloud-Konzepten, RESTful APIs	9	isced-f/0612_Design und Verwaltung von Datenbanken und Netzwerken	0.639	0.666666667	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	0	isced-f/0413_Management und Verwaltung	0.387	0.0	0	0	1	1
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	1	isced-f/0211_Audiovisuelle Techniken und Medienproduktion	0.371	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	2	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.362	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	3	isced-f/0913_Krankenpflege und Hebammenausbildung	0.361	1.0	1	1	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	4	isced-f/0923_Sozialarbeit und Beratung	0.358	0.166666667	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	5	isced-f/0322_Bibliotheks-, Informations- und Archivwissenschaften	0.356	0.0	0	0	0	0
custom_sample-MAPPED2-terms-ontology-mnr-sts-gbert	FAGE ** FA SRK **	6	isced-f/0613_Entwicklung und Analyse von Software und Anwendungen	0.356	0.0	0	0	0	0
